0;0
0,01;0,01253347
0,02;0,025068908
0,03;0,037608288
0,04;0,050153583
0,05;0,062706778
0,06;0,075269862
0,07;0,087844838
0,08;0,100433721
0,09;0,113038541
0,1;0,125661347
0,11;0,138304208
0,12;0,150969215
0,13;0,163658486
0,14;0,176374165
0,15;0,189118426
0,16;0,201893479
0,17;0,214701568
0,18;0,227544977
0,19;0,240426031
0,2;0,253347103
0,21;0,266310613
0,22;0,279319034
0,23;0,292374896
0,24;0,305480788
0,25;0,318639364
0,26;0,331853346
0,27;0,345125531
0,28;0,358458793
0,29;0,371856089
0,3;0,385320466
0,31;0,398855066
0,32;0,412463129
0,33;0,426148008
0,34;0,439913166
0,35;0,45376219
0,36;0,467698799
0,37;0,48172685
0,38;0,495850347
0,39;0,510073457
0,4;0,524400513
0,41;0,53883603
0,42;0,55338472
0,43;0,568051498
0,44;0,582841507
0,45;0,597760126
0,46;0,612812991
0,47;0,628006014
0,48;0,643345405
0,49;0,658837693
0,5;0,67448975
0,51;0,690308824
0,52;0,706302563
0,53;0,722479052
0,54;0,738846849
0,55;0,755415026
0,56;0,772193214
0,57;0,789191653
0,58;0,806421247
0,59;0,82389363
0,6;0,841621234
0,61;0,859617364
0,62;0,877896295
0,63;0,896473364
0,64;0,915365088
0,65;0,934589291
0,66;0,954165253
0,67;0,974113877
0,68;0,994457883
0,69;1,015222033
0,7;1,036433389
0,71;1,058121618
0,72;1,080319341
0,73;1,103062556
0,74;1,126391129
0,75;1,15034938
0,76;1,174986792
0,77;1,200358858
0,78;1,22652812
0,79;1,253565438
0,8;1,281551566
0,805;1,295928846
0,81;1,310579112
0,815;1,3255162
0,82;1,340755034
0,825;1,356311745
0,83;1,372203809
0,835;1,388450197
0,84;1,40507156
0,845;1,422090432
0,85;1,439531471
0,855;1,457421739
0,86;1,475791028
0,865;1,49467225
0,87;1,514101888
0,875;1,534120544
0,88;1,554773595
0,885;1,576111974
0,89;1,59819314
0,895;1,621082251
0,9;1,644853627
0,901;1,649721064
0,902;1,654627902
0,903;1,659574906
0,904;1,664562861
0,905;1,669592577
0,906;1,674664889
0,907;1,679780657
0,908;1,684940768
0,909;1,690146138
0,91;1,69539771
0,911;1,700696461
0,912;1,706043397
0,913;1,711439558
0,914;1,716886018
0,915;1,72238389
0,916;1,727934322
0,917;1,733538504
0,918;1,739197665
0,919;1,744913081
0,92;1,750686071
0,921;1,756518004
0,922;1,762410298
0,923;1,768364424
0,924;1,77438191
0,925;1,780464342
0,926;1,786613365
0,927;1,792830694
0,928;1,799118107
0,929;1,805477457
0,93;1,811910673
0,931;1,818419763
0,932;1,825006821
0,933;1,83167403
0,934;1,838423669
0,935;1,845258117
0,936;1,852179859
0,937;1,859191494
0,938;1,866295743
0,939;1,873495453
0,94;1,880793608
0,941;1,888193337
0,942;1,895697924
0,943;1,903310819
0,944;1,911035648
0,945;1,918876226
0,946;1,926836573
0,947;1,934920925
0,948;1,943133751
0,949;1,951479773
0,95;1,959963985
0,951;1,968591669
0,952;1,977368428
0,953;1,986300204
0,954;1,99539331
0,955;2,004654462
0,956;2,014090812
0,957;2,023709991
0,958;2,033520149
0,959;2,043530007
0,96;2,053748911
0,961;2,06418689
0,962;2,074854734
0,963;2,085764065
0,964;2,096927429
0,965;2,108358399
0,966;2,12007169
0,967;2,132083291
0,968;2,144410621
0,969;2,157072704
0,97;2,170090378
0,971;2,183486528
0,972;2,197286377
0,973;2,211517809
0,974;2,226211769
0,975;2,241402728
0,976;2,257129244
0,977;2,273434651
0,978;2,290367878
0,979;2,307984475
0,98;2,326347874
0,981;2,345530971
0,982;2,365618127
0,983;2,386707734
0,984;2,408915546
0,985;2,432379059
0,986;2,45726339
0,987;2,483769293
0,988;2,512144328
0,989;2,542698819
0,99;2,575829304
0,991;2,612054141
0,992;2,652069808
0,993;2,696844261
0,994;2,747781385
0,995;2,807033768
0,996;2,878161739
0,997;2,967737925
0,998;3,090232306
0,999;3,290526731
0,9991;3,320054117
0,9992;3,352794781
0,9993;3,389579141
0,9994;3,431614404
0,9995;3,480756404
0,9996;3,540083799
0,9997;3,615300007
0,9998;3,719016485
0,9999;3,890591886
1;5
